Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Cross-reference (Pfam)
Q12467	MRX4_YEAST	reviewed	MIOREX complex component 4 (Mitochondrial organization of gene expression protein 4)	MRX4 YPL168W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	430	
P53118	ROG1_YEAST	reviewed	Putative lipase ROG1 (EC 3.1.-.-) (Revertant of glycogen synthase kinase mutation protein 1)	ROG1 YGL144C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	685	PF05057;
Q06511	RRP15_YEAST	reviewed	Ribosomal RNA-processing protein 15	RRP15 YPR143W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	250	PF07890;
P38712	RRP3_YEAST	reviewed	ATP-dependent rRNA helicase RRP3 (EC 3.6.4.13) (Ribosomal RNA-processing protein 3)	RRP3 YHR065C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	501	PF00270;PF00271;
P04050	RPB1_YEAST	reviewed	DNA-directed RNA polymerase II subunit RPB1 (RNA polymerase II subunit 1) (RNA polymerase II subunit B1) (EC 2.7.7.6) (DNA-directed RNA polymerase III largest subunit) (RNA polymerase II subunit B220)	RPO21 RPB1 RPB220 SUA8 YDL140C D2150	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1733	PF04997;PF00623;PF04983;PF05000;PF04998;PF04992;PF04990;PF05001;
P33323	RE104_YEAST	reviewed	Meiotic recombination protein REC104	REC104 YHR157W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	182	PF17378;
P40043	RGI1_YEAST	reviewed	Respiratory growth induced protein 1	RGI1 YER067W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	161	PF10843;
Q00453	RGM1_YEAST	reviewed	Probable transcription repressor protein RGM1	RGM1 YMR182C YM8010.12C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	211	PF00096;
P47104	RAV1_YEAST	reviewed	Regulator of V-ATPase in vacuolar membrane protein 1 (Suppression of the onset of impotence protein 3)	RAV1 SOI3 YJR033C J1590	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1357	PF12234;
P39729	RBG1_YEAST	reviewed	Ribosome-interacting GTPase 1 (GTP-binding protein RBG1) (Genetically interacts with ribosomal genes protein 1)	RBG1 FUN11 YAL036C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	369	PF01926;PF16897;PF02824;
P38326	SWC5_YEAST	reviewed	SWR1-complex protein 5	SWC5 AOR1 YBR231C YBR1529	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	303	PF07572;
P32318	THI4_YEAST	reviewed	Thiamine thiazole synthase (EC 2.4.2.60) (Thiazole biosynthetic enzyme)	THI4 ESP35 MOL1 YGR144W G6620	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	326	
P53144	YGK1_YEAST	reviewed	HD domain-containing protein YGL101W	YGL101W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	215	PF13023;
P0C0V8	RS21A_YEAST	reviewed	40S ribosomal protein S21-A (S26) (Small ribosomal subunit protein eS21-A) (YS25)	RPS21A RPS25 RPS25A RPS26A YKR057W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	87	PF01249;
P36133	YK20_YEAST	reviewed	Putative uncharacterized protein YKR040C	YKR040C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	167	
Q8J0M4	YCB2_YEAST	reviewed	UPF0357 protein YCL012C	YCL012C YCL011C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	134	PF09435;
P46992	YJR1_YEAST	reviewed	Cell wall protein YJL171C	YJL171C J0512	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	396	PF10287;PF10290;
Q04585	YDR09_YEAST	reviewed	Uncharacterized sugar kinase YDR109C (EC 2.7.1.-)	YDR109C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	715	PF02782;PF00370;
P39973	YEI4_YEAST	reviewed	Putative UPF0320 protein YEL074W	YEL074W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	112	PF04318;
P38726	YHE5_YEAST	reviewed	Putative UPF0377 protein YHL045W	YHL045W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	115	
Q3E746	YH086_YEAST	reviewed	Uncharacterized protein YHR086W-A	YHR086W-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	53	
P43569	CAF16_YEAST	reviewed	CCR4-associated factor 16	CAF16 YFL028C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	289	PF00005;
Q08268	MCH4_YEAST	reviewed	Probable transporter MCH4	MCH4 YOL119C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	501	PF07690;
P42951	LSB6_YEAST	reviewed	Phosphatidylinositol 4-kinase LSB6 (PI4-kinase) (PtdIns-4-kinase) (EC 2.7.1.67) (LAS seventeen-binding protein 6) (LAS17-binding protein 6)	LSB6 YJL100W J0834	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	607	PF00454;
P38439	LEO1_YEAST	reviewed	RNA polymerase-associated protein LEO1	LEO1 YOR123C O3278 YOR3278C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	464	PF04004;
P47033	PRY3_YEAST	reviewed	Cell wall protein PRY3 (Pathogenesis-related protein 3)	PRY3 YJL078C J1027	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	881	PF00188;
P32833	ORC2_YEAST	reviewed	Origin recognition complex subunit 2 (Origin recognition complex 71 kDa subunit)	ORC2 RRR1 SIR5 YBR060C YBR0523	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	620	PF04084;
P25366	OCA4_YEAST	reviewed	Protein OCA4 (Oxidant-induced cell-cycle arrest protein 4)	OCA4 YCR095C YCR131 YCR95C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	362	PF03162;
Q02629	NU100_YEAST	reviewed	Nucleoporin NUP100/NSP100 (Nuclear pore protein NUP100/NSP100)	NUP100 NSP100 YKL068W YKL336	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	959	PF04096;PF13634;
Q06504	NAT3_YEAST	reviewed	N-terminal acetyltransferase B complex catalytic subunit NAT3 (NatB complex subunit NAT3) (EC 2.3.1.254) (NatB Nalpha terminal acetyltransferase 3)	NAT3 YPR131C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	195	PF00583;
Q3E7Y6	NBL1_YEAST	reviewed	N-terminal-borealin-like protein	NBL1 YHR199C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	73	
P52920	NBP35_YEAST	reviewed	Cytosolic Fe-S cluster assembly factor NBP35 (Nucleotide-binding protein 35)	NBP35 YGL091C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	328	PF10609;
P53037	PSD2_YEAST	reviewed	Phosphatidylserine decarboxylase proenzyme 2 (EC 4.1.1.65) [Cleaved into: Phosphatidylserine decarboxylase 2 beta chain; Phosphatidylserine decarboxylase 2 alpha chain]	PSD2 YGR170W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1138	PF00168;PF02666;
P35728	MPE1_YEAST	reviewed	Protein MPE1	MPE1 YKL059C YKL316	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	441	PF08783;PF13696;
P07283	PMM_YEAST	reviewed	Phosphomannomutase (PMM) (EC 5.4.2.8)	SEC53 ALG4 YFL045C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	254	PF03332;
P35189	TAF14_YEAST	reviewed	Transcription initiation factor TFIID subunit 14 (Actin non-complementing mutant 1) (Chromosome stability protein 10) (SWI/SNF chromatin-remodeling complex subunit TAF14) (SWI/SNF complex 29 kDa subunit) (SWI/SNF complex subunit TAF14) (TBP-associated factor 14) (TBP-associated factor 30 kDa) (Transcription factor G 30 kDa subunit) (Transcription initiation factor TFIIF 30 kDa subunit)	TAF14 ANC1 CST10 SWP29 TAF30 TFG3 YPL129W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	244	PF17035;PF03366;
P52870	SC6B1_YEAST	reviewed	Protein transport protein SBH1 (Sec61 complex subunit SBH1) (Sec61 complex subunit beta)	SBH1 SEB1 YER087C-B YER087BC	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	82	PF03911;
Q00916	RU17_YEAST	reviewed	U1 small nuclear ribonucleoprotein 70 kDa homolog (U1 70K) (U1 snRNP 70 kDa homolog) (U1-70K) (U1 small nuclear ribonucleoprotein SNP1) (U1 snRNP protein SNP1)	SNP1 YIL061C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	300	PF00076;PF12220;
Q07914	TIM14_YEAST	reviewed	Mitochondrial import inner membrane translocase subunit TIM14 (Presequence translocated-associated motor subunit PAM18)	PAM18 TIM14 YLR008C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	168	
P14127	RS17B_YEAST	reviewed	40S ribosomal protein S17-B (RP51B) (Small ribosomal subunit protein eS17-B)	RPS17B RP51B YDR447C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	136	PF00833;
P38727	YHE4_YEAST	reviewed	DUP240 protein YHL044W	YHL044W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	235	PF00674;
P53819	YRF16_YEAST	reviewed	Y' element ATP-dependent helicase protein 1 copy 6 (EC 3.6.4.12)	YRF1-6 YNL339C N0152	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1859	PF00270;PF00271;PF11603;
P38427	TSL1_YEAST	reviewed	Trehalose synthase complex regulatory subunit TSL1 (Alpha,alpha-trehalose-phosphate synthase [UDP-forming] 123 kDa subunit)	TSL1 YML100W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1098	PF00982;PF02358;
P0CE68	NFT1_YEAST	reviewed	ABC transporter NFT1 (New full-length MRP-type transporter 1)	NFT1 YKR103W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1218	PF00664;PF00005;
P38990	SAK1_YEAST	reviewed	SNF1-activating kinase 1 (EC 2.7.11.1)	SAK1 PAK1 YER129W SYGP-ORF45	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1142	PF00069;
P38858	SOL3_YEAST	reviewed	6-phosphogluconolactonase 3 (6PGL) (EC 3.1.1.31)	SOL3 YHR163W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	249	PF01182;
Q08230	SDHF2_YEAST	reviewed	Succinate dehydrogenase assembly factor 2, mitochondrial (SDH assembly factor 2) (SDHAF2)	SDH5 EMI5 YOL071W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	162	PF03937;
P32572	SPS18_YEAST	reviewed	Sporulation protein SPS18 (Sporulation-specific protein SPX18)	SPS18 SPX18 YNL204C N1354	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	300	PF01412;
P22214	SEC22_YEAST	reviewed	Protein transport protein SEC22 (Suppressor of loss of YPT1 protein 2)	SEC22 SLY2 TSL26 YLR268W L8479.3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	214	PF13774;PF00957;
P40528	SYG1_YEAST	reviewed	Protein SYG1	SYG1 YIL047C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	902	PF03124;PF03105;
Q05942	RSA3_YEAST	reviewed	Ribosome assembly protein 3	RSA3 YLR221C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	220	PF14615;
P38088	SYG_YEAST	reviewed	Glycine--tRNA ligase 1, mitochondrial (EC 6.1.1.14) (Diadenosine tetraphosphate synthetase) (Ap4A synthetase) (EC 2.7.7.-) (Glycyl-tRNA synthetase 1) (GlyRS 1) (GlyRS1)	GRS1 YBR121C YBR0917	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	690	PF03129;
P06701	SIR3_YEAST	reviewed	Regulatory protein SIR3 (Silent information regulator 3)	SIR3 CMT1 MAR2 STE8 YLR442C L9753.10	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	978	PF17872;PF01426;
P07263	SYH_YEAST	reviewed	Histidine--tRNA ligase, mitochondrial (EC 6.1.1.21) (Histidyl-tRNA synthetase) (HisRS)	HTS1 YPR033C YP9367.13C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	546	PF03129;PF13393;
Q04003	SAS4_YEAST	reviewed	Something about silencing protein 4	SAS4 YDR181C YD9395.15C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	481	PF15460;
Q12158	SCC1_YEAST	reviewed	Sister chromatid cohesion protein 1	MCD1 PDS3 RHC21 SCC1 YDL003W YD8119.04	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	566	PF04824;PF04825;
P0CG63	UBI4P_YEAST	reviewed	Polyubiquitin [Cleaved into: Ubiquitin]	UBI4 SCD2 YLL039C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	381	PF00240;
P38220	YBN7_YEAST	reviewed	Uncharacterized protein YBR027C	YBR027C YBR0311	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	110	
Q8TGP6	YD354_YEAST	reviewed	Putative uncharacterized protein YDR354C-A	YDR354C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	47	
P38253	YBU0_YEAST	reviewed	Uncharacterized protein YBR090C	YBR090C YBR0811B	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	122	
Q07993	XYL2_YEAST	reviewed	D-xylulose reductase (EC 1.1.1.9) (Xylitol dehydrogenase) (XDH)	XYL2 YLR070C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	356	PF08240;PF00107;
P39541	YJT5_YEAST	reviewed	Putative uncharacterized protein YJL195C	YJL195C J0345	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	233	
P36073	YKL5_YEAST	reviewed	Putative uncharacterized protein YKL115C	YKL115C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	130	
Q05946	UTP13_YEAST	reviewed	U3 small nucleolar RNA-associated protein 13 (U3 snoRNA-associated protein 13) (U three protein 13)	UTP13 YLR222C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	817	PF08625;PF00400;
Q12327	YL124_YEAST	reviewed	Putative uncharacterized protein YLR124W	YLR124W L2973 L9233.4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	114	
P0CF33	YL017_YEAST	reviewed	Putative truncated guanine nucleotide exchange factor YLL017W	YLL017W L1305	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	103	PF00018;
Q12138	YL125_YEAST	reviewed	Putative uncharacterized protein YLR125W	YLR125W L3101	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	136	
P0CX68	YL11A_YEAST	reviewed	Transposon Ty1-LR1 Gag polyprotein (Gag-p49) (Transposon Ty1 protein A) (TY1A) (TYA) (p58) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Gag-p4]	TY1A-LR1 YLRCTy1-1 GAG YLR035C-B L1823	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	440	PF01021;
Q07989	YL041_YEAST	reviewed	Putative uncharacterized protein YLR041W	YLR041W L1925	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	106	
Q07888	YL067_YEAST	reviewed	Y' element ATP-dependent helicase YLL067C (EC 3.6.4.12)	YLL067C L0111 L0503 L0509	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1374	PF00271;PF11603;
Q3E747	YL363_YEAST	reviewed	Uncharacterized protein YLR363W-A	YLR363W-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	85	PF09495;
P39989	YEC8_YEAST	reviewed	Uncharacterized protein YEL028W	YEL028W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	153	
Q06252	YL179_YEAST	reviewed	Uncharacterized protein YLR179C	YLR179C L9470.20	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	201	PF01161;
O13556	YL462_YEAST	reviewed	Putative uncharacterized protein YLR462W	YLR462W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	202	PF11603;
P40058	YER5_YEAST	reviewed	Uncharacterized protein YER085C	YER085C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	173	
Q8TGK6	YA067_YEAST	reviewed	Putative UPF0377 protein YAL067W-A	YAL067W-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	75	
P53069	YGY9_YEAST	reviewed	Putative uncharacterized protein YGL239C	YGL239C HRE104	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	104	
P53929	YNK8_YEAST	reviewed	Uncharacterized protein YNL108C	YNL108C N1962	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	270	PF00300;
P53864	YNW6_YEAST	reviewed	Putative uncharacterized protein YNL226W	YNL226W N1259	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	136	
Q92393	YO12B_YEAST	reviewed	Transposon Ty1-OR Gag-Pol polyprotein (Gag-Pol-p199) (TY1A-TY1B) (Transposon Ty1 TYA-TYB polyprotein) (p190) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Ty1 protease (PR) (EC 3.4.23.-) (Pol-p20) (p23); Integrase (IN) (Pol-p71) (p84) (p90); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (Pol-p63) (p60)]	TY1B-OR YORWTy1-2 POL YOR142W-B O3367 YOR3367W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1755	PF00665;PF07727;PF01021;
Q08272	YO134_YEAST	reviewed	Putative uncharacterized protein YOL134C	YOL134C AOE129 O0508	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	129	
P0C5R3	YO73A_YEAST	reviewed	Putative uncharacterized protein YOR073W-A	YOR073W-A smORF601	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	77	
Q12182	YO342_YEAST	reviewed	Uncharacterized protein YOR342C	YOR342C O6283	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	319	
P25364	HCM1_YEAST	reviewed	Forkhead transcription factor HCM1 (High-copy suppressor of calmodulin protein 1)	HCM1 YCR065W YCR65W YCR902	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	564	PF00250;
P07260	IF4E_YEAST	reviewed	Eukaryotic translation initiation factor 4E (eIF-4E) (eIF4E) (eIF-4F 25 kDa subunit) (mRNA cap-binding protein)	CDC33 TIF45 YOL139C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	213	PF01652;
P32419	MDHP_YEAST	reviewed	Malate dehydrogenase, peroxisomal (EC 1.1.1.37)	MDH3 YDL078C D2468	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	343	PF02866;PF00056;
P47822	MED21_YEAST	reviewed	Mediator of RNA polymerase II transcription subunit 21 (Mediator complex subunit 21) (RNAPII complex component SRB7) (Suppressor of RNA polymerase B 7)	SRB7 MED21 YDR308C D9740.17	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	140	PF11221;
P23291	KC11_YEAST	reviewed	Casein kinase I homolog 1 (EC 2.7.11.1)	YCK1 CKI2 YHR135C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	538	PF00069;
P0CY11	HMRA1_YEAST	reviewed	Silenced mating-type protein A1 (MATa1 protein)	HMRA1 YCR097W YCR97W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	126	PF00046;
P0CX09	MAN2_YEAST	reviewed	Mannitol dehydrogenase 2 (EC 1.1.1.67)	MAN2 YNR073C N3810	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	502	PF01232;PF08125;
P22134	MAG_YEAST	reviewed	DNA-3-methyladenine glycosylase (EC 3.2.2.21) (3-methyladenine DNA glycosidase) (3MEA DNA glycosylase)	MAG1 MAG YER142C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	296	PF00730;
Q12310	PRR2_YEAST	reviewed	Serine/threonine-protein kinase PRR2 (EC 2.7.11.1) (Pheromone response regulator 2)	PRR2 YDL214C D1014	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	699	PF00069;
P38697	IMDH2_YEAST	reviewed	Inosine-5'-monophosphate dehydrogenase 2 (IMP dehydrogenase 2) (IMPD 2) (IMPDH 2) (EC 1.1.1.205)	IMD2 PUR5 YHR216W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	523	PF00571;PF00478;
P50095	IMDH3_YEAST	reviewed	Inosine-5'-monophosphate dehydrogenase 3 (IMP dehydrogenase 3) (IMPD 3) (IMPDH 3) (EC 1.1.1.205)	IMD3 YLR432W L9753.4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	523	PF00571;PF00478;
P53379	MKC7_YEAST	reviewed	Aspartic proteinase MKC7 (EC 3.4.23.41) (Yapsin-2)	MKC7 YPS2 YDR144C YD2943.03C YD8358.01C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	596	PF00026;
P23639	PSA2_YEAST	reviewed	Proteasome subunit alpha type-2 (EC 3.4.25.1) (Macropain subunit Y7) (Multicatalytic endopeptidase complex subunit Y7) (Proteasome component Y7) (Proteinase YSCE subunit 7)	PRE8 PRS4 YML092C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	250	PF00227;PF10584;
Q07458	RXT3_YEAST	reviewed	Transcriptional regulatory protein RXT3	RXT3 YDL076C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	294	PF08642;
P53169	YBP2_YEAST	reviewed	YAP1-binding protein 2 (YBP1 homolog protein 1)	YBP2 YBH1 YGL060W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	641	PF08568;
P34215	YBZ4_YEAST	reviewed	Uncharacterized protein YBR144C	YBR144C YBR1121	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	104	
P36119	YK03_YEAST	reviewed	Uncharacterized protein YKR023W	YKR023W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	530	PF06221;
Q06695	YL416_YEAST	reviewed	Putative uncharacterized protein YLR416C	YLR416C L9931.9	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	132	
Q06170	YL326_YEAST	reviewed	Uncharacterized membrane protein YLR326W	YLR326W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	240	PF13430;
P0CL39	YL67C_YEAST	reviewed	Putative UPF0479 protein YLR467C-A	YLR467C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	160	
Q04299	YMX7_YEAST	reviewed	Probable ADP-ribose 1''-phosphate phosphatase YML087W (EC 3.1.3.84)	YMR087W YM9582.12	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	284	PF14519;
Q8TGS6	YM242_YEAST	reviewed	Uncharacterized protein YMR242W-A	YMR242W-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	29	
Q03697	YMD8_YEAST	reviewed	Putative nucleotide-sugar transporter YMD8	YMD8 YML038C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	442	PF03151;
P53884	YNR4_YEAST	reviewed	Putative uncharacterized protein YNL174W	YNL174W N1669	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	190	
Q3E7Z9	YO038_YEAST	reviewed	Uncharacterized protein YOL038C-A	YOL038C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	31	
Q8TGJ0	YO394_YEAST	reviewed	Uncharacterized protein YOR394C-A	YOR394C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	55	
